62466 ,Fårö ,Gotland ,05 ,57.9167 ,19.1333 ,4
62467 ,Fårö ,Gotland ,05 ,57.9167 ,19.1333 ,4
74950 ,Ekolsund ,Uppsala ,21 ,59.6167 ,17.3667 ,4
73494 ,Strömsholm ,Västmanland ,25 ,59.5333 ,16.25 ,4
13220 ,Saltsjö-boo ,Stockholm ,26 ,59.3173 ,18.255 ,4
19040 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19045 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19046 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19047 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19050 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19060 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19090 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,
19587 ,Stockholm ,Stockholm ,26 ,59.3326 ,18.0649 ,4
21845 ,Vintrie ,Skåne ,27 ,55.55 ,12.9667 ,4
23040 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,4
23041 ,Klågerup ,Skåne ,27 ,55.6 ,13.25 ,4
23053 ,Alnarp ,Skåne ,27 ,55.6583 ,13.0833 ,4
23302 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23361 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23362 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23363 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23364 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23365 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23375 ,Klagerup ,Skåne ,27 ,55.5833 ,13.2 ,
23376 ,Klågerup ,Skåne ,27 ,55.6 ,13.25 ,
23456 ,Alnarp ,Skåne ,27 ,55.6583 ,13.0833 ,
26172 ,Häljarp ,Skåne ,27 ,55.85 ,12.9167 ,4
26173 ,Häljarp ,Skåne ,27 ,55.85 ,12.9167 ,4
26620 ,Munka-ljungby ,Skåne ,27 ,56.25 ,12.9667 ,4
42720 ,Billdal ,Västra Götaland ,28 ,57.5667 ,11.9333 ,4
42724 ,Billdal ,Västra Götaland ,28 ,57.5667 ,11.9333 ,4
18600 ,Vallentuna ,Stockholm ,AB ,Vallentuna ,0115 ,59.5344 ,18.0776 ,4
61104 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61105 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61107 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,
61108 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,
61110 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61112 ,Stigtomta ,Södermanland ,D ,Nyköping ,0480 ,58.8 ,16.7833 ,
61115 ,Enstaberga ,Södermanland ,D ,Nyköping ,0480 ,58.75 ,16.85 ,
61116 ,Nävekvarn ,Södermanland ,D ,Nyköping ,0480 ,58.6331 ,16.8 ,
61122 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61123 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61124 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61125 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61126 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61127 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61129 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61130 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61131 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61132 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61133 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61134 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61135 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61136 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61137 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61138 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61139 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61144 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61145 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61146 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61147 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,
61150 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61155 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61156 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61157 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61160 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61161 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61162 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61163 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61164 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,
61165 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61166 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61167 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,
61168 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61172 ,Stigtomta ,Södermanland ,D ,Nyköping ,0480 ,58.8 ,16.7833 ,
61173 ,Vrena ,Södermanland ,D ,Nyköping ,0480 ,58.8667 ,16.6833 ,
61175 ,Enstaberga ,Södermanland ,D ,Nyköping ,0480 ,58.75 ,16.85 ,
61176 ,Nävekvarn ,Södermanland ,D ,Nyköping ,0480 ,58.6331 ,16.8 ,
61179 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61180 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61181 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61182 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61183 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61184 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61185 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61186 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61188 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61189 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61190 ,Ålberga ,Södermanland ,D ,Nyköping ,0480 ,58.8 ,16.7833 ,
61191 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61192 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61193 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61194 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61195 ,Nyköping ,Södermanland ,D ,Nyköping ,0480 ,58.753 ,17.0079 ,4
61197 ,Stigtomta ,Södermanland ,D ,Nyköping ,0480 ,58.8 ,16.7833 ,
61198 ,Vrena ,Södermanland ,D ,Nyköping ,0480 ,58.8667 ,16.6833 ,
64050 ,Björnlunda ,Södermanland ,D ,Nyköping ,0480 ,59.0667 ,17.15 ,4
64602 ,Björnlunda ,Södermanland ,D ,Nyköping ,0480 ,59.0667 ,17.15 ,
64650 ,Björnlunda ,Södermanland ,D ,Nyköping ,0480 ,59.0667 ,17.15 ,
64694 ,Björnlunda ,Södermanland ,D ,Nyköping ,0480 ,59.0667 ,17.15 ,
64695 ,Björnlunda ,Södermanland ,D ,Nyköping ,0480 ,59.0667 ,17.15 ,
61300 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61310 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61311 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61321 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61322 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61323 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61324 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61330 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61331 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61332 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61333 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61335 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61336 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61337 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61338 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61340 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61341 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61351 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61380 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
61381 ,Oxelösund ,Södermanland ,D ,Oxelösund ,0481 ,58.6706 ,17.1015 ,4
64031 ,Mellösa ,Södermanland ,D ,Flen ,0482 ,59.1 ,16.55 ,4
64034 ,Sparreholm ,Södermanland ,D ,Flen ,0482 ,59.0667 ,16.8167 ,4
64051 ,Stjärnhov ,Södermanland ,D ,Flen ,0482 ,59.0833 ,17 ,4
64201 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64221 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64222 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64223 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64224 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64228 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64231 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64232 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64233 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64234 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64235 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64236 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64237 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64263 ,Mellösa ,Södermanland ,D ,Flen ,0482 ,59.1 ,16.55 ,4
64281 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64282 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64283 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64284 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64291 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64292 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64293 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64294 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64295 ,Flen ,Södermanland ,D ,Flen ,0482 ,59.0583 ,16.5878 ,4
64603 ,Stjärnhov ,Södermanland ,D ,Flen ,0482 ,59.0833 ,17 ,
64651 ,Stjärnhov ,Södermanland ,D ,Flen ,0482 ,59.0833 ,17 ,
64696 ,Stjärnhov ,Södermanland ,D ,Flen ,0482 ,59.0833 ,17 ,
64930 ,Sparreholm ,Södermanland ,D ,Flen ,0482 ,59.0667 ,16.8167 ,
64991 ,Sparreholm ,Södermanland ,D ,Flen ,0482 ,59.0667 ,16.8167 ,4
61895 ,Stavsjö ,Södermanland ,D ,Katrineholm ,0483 ,56.8333 ,13.8 ,4
64020 ,Björkvik ,Södermanland ,D ,Katrineholm ,0483 ,58.8333 ,16.5167 ,4
64023 ,Valla ,Södermanland ,D ,Katrineholm ,0483 ,59.0167 ,16.3833 ,4
64024 ,Sköldinge ,Södermanland ,D ,Katrineholm ,0483 ,59.0333 ,16.4333 ,4
64030 ,Hälleforsnäs ,Södermanland ,D ,Katrineholm ,0483 ,59.1667 ,16.5 ,4
64033 ,Bettna ,Södermanland ,D ,Katrineholm ,0483 ,58.9 ,16.6333 ,4
64101 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64102 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64103 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64105 ,Valla ,Södermanland ,D ,Katrineholm ,0483 ,59.0167 ,16.3833 ,
64121 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64122 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64123 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64127 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64129 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64130 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64131 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64132 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64133 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64134 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64135 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64136 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64137 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64138 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,
64139 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64145 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64146 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64147 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64148 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64149 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64150 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64151 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64152 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64153 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64161 ,Valla ,Södermanland ,D ,Katrineholm ,0483 ,59.0167 ,16.3833 ,
64162 ,Valla ,Södermanland ,D ,Katrineholm ,0483 ,59.0167 ,16.3833 ,
64163 ,Björkvik ,Södermanland ,D ,Katrineholm ,0483 ,58.8333 ,16.5167 ,4
64164 ,Sköldinge ,Södermanland ,D ,Katrineholm ,0483 ,59.0333 ,16.4333 ,4
64180 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64181 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64182 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64191 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64192 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64193 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64194 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64195 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64196 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64197 ,Katrineholm ,Södermanland ,D ,Katrineholm ,0483 ,58.9959 ,16.2072 ,4
64198 ,Björkvik ,Södermanland ,D ,Katrineholm ,0483 ,58.8333 ,16.5167 ,4
64199 ,Sköldinge ,Södermanland ,D ,Katrineholm ,0483 ,59.0333 ,16.4333 ,4
64262 ,Bettna ,Södermanland ,D ,Katrineholm ,0483 ,58.9 ,16.6333 ,4
64297 ,Bettna ,Södermanland ,D ,Katrineholm ,0483 ,58.9 ,16.6333 ,4
64298 ,Bettna ,Södermanland ,D ,Katrineholm ,0483 ,58.9 ,16.6333 ,4
64806 ,Hälleforsnäs ,Södermanland ,D ,Katrineholm ,0483 ,59.1667 ,16.5 ,4
64830 ,Hälleforsnäs ,Södermanland ,D ,Katrineholm ,0483 ,59.1667 ,16.5 ,4
64831 ,Hälleforsnäs ,Södermanland ,D ,Katrineholm ,0483 ,59.1667 ,16.5 ,4
63003 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63004 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63005 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63006 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63007 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63008 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63009 ,Skogstorp ,Södermanland ,D ,Eskilstuna ,0484 ,59.3333 ,16.4667 ,4
63012 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63014 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63101 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63102 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63103 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63104 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63105 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63106 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63107 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63108 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63180 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63181 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63184 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63185 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63186 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63187 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63188 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63189 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63193 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63194 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63201 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63217 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63218 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63219 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63220 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63221 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63222 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63223 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63224 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63225 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63226 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63227 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63228 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63229 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63230 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63231 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63232 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63233 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63234 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63235 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63236 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63237 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63239 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63301 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63302 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,
63340 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63341 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63342 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63343 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63344 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63345 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63346 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63347 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63348 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63349 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63350 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63351 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63352 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63353 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63354 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63355 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63356 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63357 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63358 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63359 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,4
63360 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,
63361 ,Eskilstuna ,Södermanland ,D ,Eskilstuna ,0484 ,59.3666 ,16.5077 ,
